time,B2C_joint_pub,B2C_reference_position,B2C_feedback_position,B2C_position_error,B2C_reference_velocity,B2C_feedback_velocity,B2C_velocity_error,B2C_torque,C2F_joint_pub,C2F_reference_position,C2F_feedback_position,C2F_position_error,C2F_reference_velocity,C2F_feedback_velocity,C2F_velocity_error,C2F_torque,F2T_joint_pub,F2T_reference_position,F2T_feedback_position,F2T_position_error,F2T_reference_velocity,F2T_feedback_velocity,F2T_velocity_error,F2T_torque,T2E_joint_pub,T2E_reference_position,T2E_feedback_position,T2E_position_error,T2E_reference_velocity,T2E_feedback_velocity,T2E_velocity_error,T2E_torque,wristH_joint_pub,wristH_reference_position,wristH_feedback_position,wristH_position_error,wristH_reference_velocity,wristH_feedback_velocity,wristH_velocity_error,wristH_torque,wristV_joint_pub,wristV_reference_position,wristV_feedback_position,wristV_position_error,wristV_reference_velocity,wristV_feedback_velocity,wristV_velocity_error,wristV_torque,driving_joint_pub,driving_reference_position,driving_feedback_position,driving_position_error,driving_reference_velocity,driving_feedback_velocity,driving_velocity_error,driving_torque,
25.8501,0,0.0101147,0.0101147,0,0.0409523,0.0409523,0,0.000409523,-1.56956,-0.136454,-0.136454,0,-2.22337,-2.22337,0,-0.0222337,2.28109,1.72697,1.72697,0,2.04621,2.04621,0,0.0204621,0.871133,-0.219741,-0.219741,0,0.0388194,0.0388194,0,0.000388194,0,-0.027878,-0.027878,0,0.0034824,0.0034824,0,3.4824e-05,0,0.195104,0.195104,0,0.0389396,0.0389396,0,0.000389396,0,-0.00407138,-0.00407138,0,-0.00545498,-0.00545498,0,-5.45498e-05,
26.9693,0,0.0105472,0.0105472,0,0.0389818,0.0389818,0,0.000389818,-1.57181,-0.162352,-0.162352,0,-2.4916,-2.4916,0,-0.024916,2.28299,1.75033,1.75033,0,2.24211,2.24211,0,0.0224211,0.869717,-0.219361,-0.219361,0,0.0524574,0.0524574,0,0.000524574,0,-0.0278585,-0.0278585,0,0.00477131,0.00477131,0,4.77131e-05,0,0.195895,0.195895,0,0.0574942,0.0574942,0,0.000574942,0,-0.00413845,-0.00413845,0,-0.00256145,-0.00256145,0,-2.56145e-05,
27.9701,0,0.0108709,0.0108709,0,0.031477,0.031477,0,0.00031477,-1.57386,-0.188423,-0.188423,0,-2.73617,-2.73617,0,-0.0273617,2.28472,1.7733,1.7733,0,2.41554,2.41554,0,0.0241554,0.868435,-0.219002,-0.219002,0,0.0569953,0.0569953,0,0.000569953,0,-0.0278263,-0.0278263,0,0.00687537,0.00687537,0,6.87537e-05,0,0.196691,0.196691,0,0.0514998,0.0514998,0,0.000514998,0,-0.00417836,-0.00417836,0,0.000307487,0.000307487,0,3.07487e-06,
28.9776,0,0.0111251,0.0111251,0,0.0232171,0.0232171,0,0.000232171,-1.57591,-0.216578,-0.216578,0,-2.78703,-2.78703,0,-0.0278703,2.28644,1.79772,1.79772,0,2.38888,2.38888,0,0.0238888,0.867155,-0.218625,-0.218625,0,0.0275199,0.0275199,0,0.000275199,0,-0.0277744,-0.0277744,0,0.000484815,0.000484815,0,4.84815e-06,0,0.19742,0.19742,0,0.00262744,0.00262744,0,2.62744e-05,0,-0.00423043,-0.00423043,0,-1.90952e-05,-1.90952e-05,0,-1.90952e-07,
30.036,0,0.0120811,0.0120811,0,-0.00198809,-0.00198809,0,-1.98809e-05,-1.57816,-0.252017,-0.252017,0,-3.31771,-3.31771,0,-0.0331771,2.28834,1.82406,1.82406,0,3.00048,3.00048,0,0.0300048,0.865752,-0.179606,-0.179606,0,0.090843,0.090843,0,0.00090843,0,-0.0107929,-0.0107929,0,2.79784,2.79784,0,0.0279784,0,0.153121,0.153121,0,0.122876,0.122876,0,0.00122876,0,0.00344974,0.00344974,0,0.000987125,0.000987125,0,9.87125e-06,
31.0558,0,0.0115135,0.0115135,0,-0.117153,-0.117153,0,-0.00117153,-1.58022,-0.295321,-0.295321,0,-4.99446,-4.99446,0,-0.0499446,2.29006,1.85574,1.85574,0,3.92824,3.92824,0,0.0392824,0.86448,-0.141778,-0.141778,0,1.43436,1.43436,0,0.0143436,0,-0.00102301,-0.00102301,0,0.422534,0.422534,0,0.00422534,0,0.122624,0.122624,0,0.715247,0.715247,0,0.00715247,0,0.00336357,0.00336357,0,-0.00467963,-0.00467963,0,-4.67963e-05,
32.1551,0,0.0103369,0.0103369,0,-0.0292658,-0.0292658,0,-0.000292658,-1.58248,-0.340976,-0.340976,0,-3.71943,-3.71943,0,-0.0371943,2.29195,1.89562,1.89562,0,3.26079,3.26079,0,0.0326079,0.863085,-0.138318,-0.138318,0,0.0221993,0.0221993,0,0.000221993,0,-0.000846935,-0.000846935,0,0.0022333,0.0022333,0,2.2333e-05,0,0.123592,0.123592,0,0.0112513,0.0112513,0,0.000112513,0,0.00333835,0.00333835,0,-0.000130699,-0.000130699,0,-1.30699e-06,
33.2359,0,0,0.0091455,-0.0091455,0,0.0292946,-0.0292946,-2.74365,-1.58454,-1.58454,-0.383469,-1.20107,0,-3.77736,3.77736,-600.534,2.29367,2.29367,1.92695,0.366723,0,3.00702,-3.00702,146.689,0.86182,0.86182,-0.097751,0.959571,0,0.0375776,-0.0375776,287.871,0,0,-0.000888307,0.000888307,0,-0.000323589,0.000323589,0.266492,0,0,0.0786281,-0.0786281,0,0.0150024,-0.0150024,-39.314,0,0,0.00334192,-0.00334192,0,-0.000463743,0.000463743,-0.0334192,
34.2887,0,0.00857508,0.00857508,0,-0.0130561,-0.0130561,0,-0.000130561,-1.58493,-0.442203,-0.442203,0,-4.89678,-4.89678,0,-0.0489678,2.294,1.96824,1.96824,0,4.01453,4.01453,0,0.0401453,0.861579,-0.0599925,-0.0599925,0,0.0182896,0.0182896,0,0.000182896,0,-0.000815596,-0.000815596,0,0.00203381,0.00203381,0,2.03381e-05,0,0.0518768,0.0518768,0,0.0167566,0.0167566,0,0.000167566,0,0.00341976,0.00341976,0,-0.000226973,-0.000226973,0,-2.26973e-06,
35.3512,0,0.00850141,0.00850141,0,0.00882736,0.00882736,0,8.82736e-05,-1.58491,-0.487565,-0.487565,0,-4.53469,-4.53469,0,-0.0453469,2.29398,2.00377,2.00377,0,2.80982,2.80982,0,0.0280982,0.861593,-0.0609542,-0.0609542,0,-0.15316,-0.15316,0,-0.0015316,0,-0.000903107,-0.000903107,0,-0.0607329,-0.0607329,0,-0.000607329,0,0.0559326,0.0559326,0,2.28034,2.28034,0,0.0228034,0,0.0036666,0.0036666,0,0.194329,0.194329,0,0.00194329,
