time,B2C_joint_pub,B2C_reference_position,B2C_feedback_position,B2C_position_error,B2C_reference_velocity,B2C_feedback_velocity,B2C_velocity_error,B2C_torque,C2F_joint_pub,C2F_reference_position,C2F_feedback_position,C2F_position_error,C2F_reference_velocity,C2F_feedback_velocity,C2F_velocity_error,C2F_torque,F2T_joint_pub,F2T_reference_position,F2T_feedback_position,F2T_position_error,F2T_reference_velocity,F2T_feedback_velocity,F2T_velocity_error,F2T_torque,T2E_joint_pub,T2E_reference_position,T2E_feedback_position,T2E_position_error,T2E_reference_velocity,T2E_feedback_velocity,T2E_velocity_error,T2E_torque,wristH_joint_pub,wristH_reference_position,wristH_feedback_position,wristH_position_error,wristH_reference_velocity,wristH_feedback_velocity,wristH_velocity_error,wristH_torque,wristV_joint_pub,wristV_reference_position,wristV_feedback_position,wristV_position_error,wristV_reference_velocity,wristV_feedback_velocity,wristV_velocity_error,wristV_torque,driving_joint_pub,driving_reference_position,driving_feedback_position,driving_position_error,driving_reference_velocity,driving_feedback_velocity,driving_velocity_error,driving_torque,
27.9699,0,0.0046758,0.0046758,0,-0.00772514,-0.00772514,0,-7.72514e-05,-1.57386,-0.169609,-0.169609,0,-2.68971,-2.68971,0,-0.0268971,2.28472,1.7478,1.7478,0,2.41102,2.41102,0,0.0241102,0.868435,-0.213339,-0.213339,0,0.0309973,0.0309973,0,0.000309973,0,-0.0294826,-0.0294826,0,-0.000235172,-0.000235172,0,-2.35172e-06,0,0.194711,0.194711,0,0.064601,0.064601,0,0.00064601,0,-0.0268071,-0.0268071,0,0.0010483,0.0010483,0,1.0483e-05,
28.9774,0,0.00461403,0.00461403,0,-0.0053563,-0.0053563,0,-5.3563e-05,-1.57591,-0.197694,-0.197694,0,-2.90792,-2.90792,0,-0.0290792,2.28644,1.77271,1.77271,0,2.55911,2.55911,0,0.0255911,0.867155,-0.212951,-0.212951,0,0.0470209,0.0470209,0,0.000470209,0,-0.0294701,-0.0294701,0,0.00117461,0.00117461,0,1.17461e-05,0,0.195371,0.195371,0,0.0544673,0.0544673,0,0.000544673,0,-0.0267949,-0.0267949,0,-0.000945289,-0.000945289,0,-9.45289e-06,
30.0355,0,0.00559952,0.00559952,0,0.0269582,0.0269582,0,0.000269582,-1.57816,-0.235808,-0.235808,0,-4.91567,-4.91567,0,-0.0491567,2.28834,1.80147,1.80147,0,3.86294,3.86294,0,0.0386294,0.865752,-0.175072,-0.175072,0,2.25292,2.25292,0,0.0225292,0,-0.00913571,-0.00913571,0,2.39191,2.39191,0,0.0239191,0,0.162685,0.162685,0,0.504457,0.504457,0,0.00504457,0,-0.0122656,-0.0122656,0,0.00145626,0.00145626,0,1.45626e-05,
31.0556,0,0.00447098,0.00447098,0,-0.186749,-0.186749,0,-0.00186749,-1.58022,-0.279793,-0.279793,0,-3.99027,-3.99027,0,-0.0399027,2.29006,1.83732,1.83732,0,3.85263,3.85263,0,0.0385263,0.86448,-0.129601,-0.129601,0,0.121895,0.121895,0,0.00121895,0,0.000458088,0.000458088,0,0.0160201,0.0160201,0,0.000160201,0,0.119734,0.119734,0,0.0294824,0.0294824,0,0.000294824,0,-0.00960056,-0.00960056,0,-0.00160034,-0.00160034,0,-1.60034e-05,
32.155,0,0.00402728,0.00402728,0,-0.0208209,-0.0208209,0,-0.000208209,-1.58248,-0.319754,-0.319754,0,-3.29203,-3.29203,0,-0.0329203,2.29195,1.87326,1.87326,0,2.87565,2.87565,0,0.0287565,0.863085,-0.129351,-0.129351,0,0.0160262,0.0160262,0,0.000160262,0,0.000485437,0.000485437,0,0.00146137,0.00146137,0,1.46137e-05,0,0.119845,0.119845,0,0.00984862,0.00984862,0,9.84862e-05,0,-0.00960848,-0.00960848,0,-0.000175745,-0.000175745,0,-1.75745e-06,
33.2357,0,0,0.00258404,-0.00258404,0,0.0193671,-0.0193671,-0.775212,-1.58454,-1.58454,-0.375517,-1.20902,0,-4.99967,4.99967,-604.51,2.29367,2.29367,1.91331,0.380362,0,4.0343,-4.0343,152.145,0.86182,0.86182,-0.0898337,0.951654,0,1.11911,-1.11911,285.496,0,0,0.000456322,-0.000456322,0,0.000614935,-0.000614935,-0.136897,0,0,0.0922702,-0.0922702,0,0.418891,-0.418891,-46.1351,0,0,-0.00641429,0.00641429,0,0.000189155,-0.000189155,0.0641429,
34.2885,0,0.00213338,0.00213338,0,-0.0138639,-0.0138639,0,-0.000138639,-1.58493,-0.425829,-0.425829,0,-4.50508,-4.50508,0,-0.0450508,2.294,1.95183,1.95183,0,3.81484,3.81484,0,0.0381484,0.861579,-0.0457849,-0.0457849,0,0.0216641,0.0216641,0,0.000216641,0,0.000484446,0.000484446,0,0.00203014,0.00203014,0,2.03014e-05,0,0.0478696,0.0478696,0,0.0161016,0.0161016,0,0.000161016,0,-0.00641622,-0.00641622,0,-0.000263085,-0.000263085,0,-2.63085e-06,
35.351,0,0.00211758,0.00211758,0,0.00429722,0.00429722,0,4.29722e-05,-1.58491,-0.468135,-0.468135,0,-4.75933,-4.75933,0,-0.0475933,2.29398,1.98663,1.98663,0,3.77147,3.77147,0,0.0377147,0.861593,-0.0475364,-0.0475364,0,-0.861278,-0.861278,0,-0.00861278,0,0.000457008,0.000457008,0,0.00166619,0.00166619,0,1.66619e-05,0,0.0500231,0.0500231,0,0.56208,0.56208,0,0.0056208,0,-0.00642078,-0.00642078,0,-0.0531395,-0.0531395,0,-0.000531395,
36.4712,0,0.00207089,0.00207089,0,-0.0239104,-0.0239104,0,-0.000239104,-1.58488,-0.518193,-0.518193,0,-4.91221,-4.91221,0,-0.0491221,2.29396,2.01847,2.01847,0,2.93664,2.93664,0,0.0293664,0.861607,-0.0478192,-0.0478192,0,-0.0159059,-0.0159059,0,-0.000159059,0,0.000512769,0.000512769,0,-0.0203316,-0.0203316,0,-0.000203316,0,0.0661606,0.0661606,0,2.02188,2.02188,0,0.0202188,0,-0.00584145,-0.00584145,0,0.0120256,0.0120256,0,0.000120256,
37.4701,0,0.00174464,0.00174464,0,-0.0676372,-0.0676372,0,-0.000676372,-1.58486,-0.568809,-0.568809,0,-5.28732,-5.28732,0,-0.0528732,2.29395,2.04612,2.04612,0,2.78077,2.78077,0,0.0278077,0.86162,-0.0472069,-0.0472069,0,0.388643,0.388643,0,0.00388643,0,0.000307055,0.000307055,0,0.0033661,0.0033661,0,3.3661e-05,0,0.0912627,0.0912627,0,2.20943,2.20943,0,0.0220943,0,-0.00544141,-0.00544141,0,0.0384651,0.0384651,0,0.000384651,
